precision,recall,f1-score,support
0.8333333333333334,0.7129629629629629,0.7684630738522954,540.0
0.6534446764091858,0.7081447963800905,0.6796959826275787,442.0
0.7877604166666666,0.9063670411985019,0.8429118773946361,1335.0
0.8072289156626506,0.6054216867469879,0.6919104991394148,332.0
0.843238587424634,0.8192468619246862,0.8310696095076401,1195.0
0.7964601769911505,0.5769230769230769,0.6691449814126393,156.0
0.7945,0.7945,0.7945,0.7945
0.7869110177479368,0.7215110710227176,0.7471993373223674,4000.0
0.7976001507014793,0.7945,0.7919780316749391,4000.0
