precision,recall,f1-score,support
0.875,0.7129629629629629,0.7857142857142858,540.0
0.6631130063965884,0.7036199095022625,0.6827661909989023,442.0
0.8816,0.8254681647940075,0.8526112185686654,1335.0
0.7120743034055728,0.6927710843373494,0.7022900763358779,332.0
0.7669337217771304,0.8811715481171548,0.8200934579439252,1195.0
0.7241379310344828,0.6730769230769231,0.6976744186046511,156.0
0.7965,0.7965,0.7965,0.7965
0.7704764937689624,0.7481784321317767,0.7568582746943845,4000.0
0.8020979830807482,0.7965,0.7965783860963062,4000.0
